lemma,pos,rank,dispersion,gloss
막상,MAG,3588,0.91,actually|in reality
껍질,NNG,3589,0.93,skin|bark|peel
비난,NNG,3590,0.86,criticism|denunciation
철저히,MAG,3591,0.94,completely|thoroughly
식,NNB,3592,0.77,ceremony|form|formula
상인,NNG,3593,0.95,merchant
노랗다,VA,3594,0.88,yellow
흉내,NNG,3595,0.88,imitation|mimicry
구분하다,VV,3596,0.83,divide|separate
수천,NNB,3597,0.92,thousands (number)
성분,NNG,3598,0.87,ingredient|component
마땅하다,VA,3599,0.99,suitable|right|appropriate
홍콩,NNP,3600,0.69,Hong Kong
정면,NNG,3601,0.98,front|façade
뱉다,VV,3602,0.79,spit out
도입하다,VV,3603,0.76,introduce|adopt
자꾸만,MAG,3604,0.82,repeatedly|over and over again
가루,NNG,3605,0.89,powder
양심,NNG,3606,0.95,conscience
검토,NNG,3607,0.74,examination|review
대기,NNG,3608,0.91,stand by
연애,NNG,3609,0.84,dating|romantic relation
일자,NNG,3610,0.84,date|days
절대적,NNG,3611,0.91,absolute|unconditional
공산당,NNG,3612,0.98,Communist Party
국제적,NNG,3613,0.83,international|global
부채,NNG,3614,0.81,debt|liability
별도,NNG,3615,0.80,addition|separation
번역,NNG,3616,0.88,translation
꼭대기,NNG,3617,0.63,top|summit
집행,NNG,3618,0.83,execution|enforcement
마담,NNG,3619,0.69,bar hostess
좌,NNG,3620,0.71,left
번지다,VV,3621,0.97,spread|run
회관,NNG,3622,0.79,hall|meeting hall
가지,NNG,3623,0.84,branch|bough|twig
사원,NNG,3624,0.95,employee|worker|staff
꿇다,VV,3625,0.83,fall to one's knees|kneel
멀어지다,VV,3626,0.88,recede|grow apart
한문,NNG,3627,0.72,Chinese classics
논쟁,NNG,3628,0.83,argument|dispute
다가서다,VV,3629,0.79,step up to|approach
솔직하다,VA,3630,0.93,honest|straightforward
지시하다,VV,3631,0.94,order|command|direct
해결되다,VV,3632,0.94,get resolved
돌보다,VV,3633,0.99,take care of|look after
접하다,VV,3634,0.94,learn|hear|border
자존심,NNG,3635,0.98,pride|self-esteem
자랑하다,VV,3636,0.96,boast|brag
비평,NNG,3637,0.78,criticism|review
업종,NNG,3638,0.65,type of business
서부터,NNB,3639,0.70,from (place)
범인,NNG,3640,0.98,criminal|culprit
끌리다,VV,3641,0.88,drag|be attracted to
잘나다,VA,3642,0.68,good|distinguished
부하,NNG,3643,0.96,subordinate
후기,NNG,3644,0.69,latter part
헤매다,VV,3645,0.95,wander|roam|get confused
한테서,NNB,3646,0.79,from (person)
활용,NNG,3647,0.73,utilization|application
바늘,NNG,3648,0.82,needle
누이,NNG,3649,0.76,sister
우연히,MAG,3650,0.96,by chance|by accident
허공,NNG,3651,0.80,air|void
합리적,NNG,3652,0.87,reasonable|rational
총회,NNG,3653,0.81,general meeting
물고기,NNG,3654,0.96,fish
거부,NNG,3655,0.87,reversal|rejection
격,NNB,3656,0.98,standing|class|status
비서,NNG,3657,0.83,secretary|assistant
비비다,VV,3658,0.79,rub|scrub|mix
썰다,VV,3659,0.81,cut|chop|slice
의존하다,VV,3660,0.82,depend on|rely on
거느리다,VV,3661,0.92,have|command
펼쳐지다,VV,3662,0.95,unfold|spread|be held
부인하다,VV,3663,0.94,deny|repudiate
거니와,EC,3664,0.93,connective ending (as well as)
차다,VV,3665,0.77,wear|put on
빠져나가다,VV,3666,0.90,get out|escape
햇살,NNG,3667,0.82,sunlight|sunshine
아울러,MAG,3668,0.86,in addition|together
느니,EC,3669,0.81,connective ending (rather than)
풍기다,VV,3670,0.91,smell|give off|exude
확보,NNG,3671,0.73,securement
토하다,VV,3672,0.89,vomit|throw up
프로,NNG,3673,0.73,program
맞이하다,VV,3674,0.97,receive|greet
근심,NNG,3675,0.63,worry|concern
육체,NNG,3676,0.92,body|physical
확대하다,VV,3677,0.77,expand|enlarge
결혼식,NNG,3678,0.86,wedding ceremony
보상,NNG,3679,0.89,indemnification|compensation
전반적,NNG,3680,0.82,overall|general
차츰,MAG,3681,0.95,gradually|slowly
일기,NNG,3682,0.95,diary|journal
감시,NNG,3683,0.91,surveillance|vigilance
만주,NNP,3684,0.89,Manchuria
자세하다,VA,3685,0.90,detailed|minute
채다,VV,3686,0.81,sense|notice
숙제,NNG,3687,0.87,homework|assignment
오리,NNG,3688,0.68,duck
구입하다,VV,3689,0.82,purchase
보고하다,VV,3690,0.96,report|inform
여간,MAG,3691,0.87,common (with negative word)
만족하다,VA,3692,0.98,be satisfied|be content
출발,NNG,3693,0.95,departure
체,NNB,3694,0.80,pretense
채권,NNG,3695,0.58,bond
법칙,NNG,3696,0.64,law|rule
제국,NNG,3697,0.88,empire
호흡,NNG,3698,0.99,breath|breathing
자신,NNG,3699,0.92,self-confidence
어음,NNG,3700,0.86,promissory note
인수,NNG,3701,0.69,takeover|transfer
보름,NNG,3702,0.81,fifteen days
얼음,NNG,3703,0.95,ice
부치다,VV,3704,0.79,send|dispatch
장비,NNG,3705,0.77,equipment
안주,NNG,3706,0.67,bar snacks
협의회,NNG,3707,0.61,committee
수화기,NNG,3708,0.66,receiver
문헌,NNG,3709,0.72,literature
여태,MAG,3710,0.60,still|so far
발길,NNG,3711,0.91,walk|steps
의심하다,VV,3712,0.99,doubt|suspect
거절하다,VV,3713,0.99,refuse|reject
성인,NNG,3714,0.92,adult
예상하다,VV,3715,0.93,expect|anticipate
녀,NNB,3716,0.81,counter (daughter)
정월,NNG,3717,0.69,first month of the year
바닷가,NNG,3718,0.88,seashore|beach
개성,NNG,3719,0.91,individuality|personality
총무,NNG,3720,0.72,manager
각기,MAG,3721,0.93,respectively|each
전개되다,VV,3722,0.85,unfold|develop
햇빛,NNG,3723,0.96,sun|sunlight
주도하다,VV,3724,0.81,lead|take the lead
빌딩,NNG,3725,0.91,building
당사자,NNG,3726,0.91,person concerned
사찰,NNG,3727,0.69,investigation|inspection
진상,NNG,3728,0.79,truth|reality
에미,NNG,3729,0.63,mother (lowering)
탈,NNG,3730,0.89,accident|incident|trouble
다수,NNG,3731,0.87,majority
해당,NNG,3732,0.77,correspondence|relevance
평범하다,VA,3733,1.00,ordinary|common
낮추다,VV,3734,0.91,lower|reduce|bring down
헤아리다,VV,3735,0.98,count|understand|figure
말없이,MAG,3736,0.78,silently
차다,VA,3737,0.84,cold|icy|freezing
상당,NNG,3738,0.79,considerable|sizeable
정식,NNG,3739,0.94,formal|legal
적용하다,VV,3740,0.80,apply to
뭉치다,VV,3741,0.81,get together|unite
촉구하다,VV,3742,0.53,urge|press|demand
님,NNB,3743,0.67,Mr.|Miss|Ms.|Mrs.
지난번,NNG,3744,0.81,last time|the other day
명칭,NNG,3745,0.86,name|title
조국,NNG,3746,0.97,homeland
저자,NNG,3747,0.92,writer|author
대안,NNG,3748,0.84,alternative
높이,NNG,3749,0.96,height
합의하다,VV,3750,0.64,reach an agreement
제조,NNG,3751,0.70,manufacturing|production
무리,NNG,3752,0.95,group|crowd|party
허용하다,VV,3753,0.76,allow
띄우다,VV,3754,0.82,fly|float
연속,NNG,3755,0.79,continuation
아무렇다,VA,3756,0.82,indifferent|fine
휴가,NNG,3757,0.89,holiday|vacation
민족주의,NNG,3758,0.79,nationalism
희생,NNG,3759,0.98,sacrifice
흘러가다,VV,3760,0.93,flow|run
벌,NNB,3761,0.70,counter (clothing)
막내,NNG,3762,0.78,last born|youngest child
열쇠,NNG,3763,0.94,keys
뺨,NNG,3764,0.80,cheek
베풀다,VV,3765,0.96,give|do a favor
설립,NNG,3766,0.75,establishment
포함,NNG,3767,0.75,inclusion
동원하다,VV,3768,0.93,mobilize
기여하다,VV,3769,0.84,contribute
행동하다,VV,3770,0.96,behave
화살,NNG,3771,0.81,arrow
더라면,EC,3772,0.97,connective ending (if)
건만,EC,3773,0.91,connective ending (although)
강하다,VA,3774,0.95,strong|powerful|mighty
자랑,NNG,3775,0.86,boast|bragging
이내,NNG,3776,0.83,within
소파,NNG,3777,0.77,sofa
향기,NNG,3778,0.98,scent|fragrance
질리다,VV,3779,0.78,be frightened|be sick of
목욕,NNG,3780,0.86,bath|shower
사망,NNG,3781,0.82,death|passing
고민하다,VV,3782,0.89,worry|be troubled
수비,NNG,3783,0.59,defense
내려놓다,VV,3784,0.72,put down
볼,NNG,3785,0.86,cheek
감안하다,VV,3786,0.74,consider
정치권,NNG,3787,0.51,political circle
개국,NNB,3788,0.67,counter (number of nations)
농부,NNG,3789,0.88,farmer|peasant
합,NNG,3790,0.63,sum
둥글다,VA,3791,0.91,round|spherical
등등,NNB,3792,0.92,et cetera
실적,NNG,3793,0.64,result|performance
꼼짝,MAG,3794,0.72,budging|stirring
두려움,NNG,3795,0.97,fear|fright
손목,NNG,3796,0.75,wrist
서,NNG,3797,0.88,west
임원,NNG,3798,0.71,executive|board member
도로,MAG,3799,0.65,again|back
감옥,NNG,3800,0.99,jail|prison
포,NNG,3801,0.80,cannon|artillery
씌우다,VV,3802,0.80,cover
어리석다,VA,3803,0.96,foolish|stupid
치열하다,VA,3804,0.87,fierce|intense
추,NNG,3805,0.69,pendulum
거짓,NNG,3806,0.98,lie|falsehood
트럭,NNG,3807,0.91,truck
화해,NNG,3808,0.90,reconciliation
국방,NNG,3809,0.72,national defense
국,NNG,3810,0.80,soup
열차,NNG,3811,0.96,train
성,NNG,3812,0.84,castle|fortress
강아지,NNG,3813,0.79,puppy
장점,NNG,3814,0.86,merit|advantage
도덕적,NNG,3815,0.86,ethical|moral
추억,NNG,3816,0.99,memory|remembrance
불가피하다,VA,3817,0.79,inevitable
민속,NNG,3818,0.83,folk
로비,NNG,3819,0.74,lobby
이해되다,VV,3820,0.80,be understood
첫날,NNG,3821,0.78,first day
구먼,EF,3822,0.67,final ending (statement)
가두다,VV,3823,0.76,lock up|confine
우산,NNG,3824,0.83,umbrella
고문,NNG,3825,0.97,torture
생존,NNG,3826,0.91,survival
독재,NNG,3827,0.93,dictatorship|tyranny
라니,EF,3828,0.74,final ending (surprise)
선비,NNG,3829,0.76,classical scholar
대한민국,NNP,3830,0.89,Korea
건드리다,VV,3831,0.84,touch|get on
간장,NNG,3832,0.75,soy sauce
파일,NNG,3833,0.84,file
적용되다,VV,3834,0.81,apply
탄생,NNG,3835,0.88,birth
함,NNG,3836,0.73,box|case
창조,NNG,3837,0.82,creation
육성,NNG,3838,0.72,human voice
겹치다,VV,3839,0.90,overlap
대신하다,VV,3840,0.99,replace|substitute
중년,NNG,3841,0.94,middle age
애초,NNG,3842,0.93,beginning|start
계산하다,VV,3843,0.94,calculate
흑,NNG,3844,0.95,black
대원,NNG,3845,0.88,member of a troop
곧바로,MAG,3846,0.95,directly
주문,NNG,3847,0.93,order
안팎,NNG,3848,0.89,inside and outside
이탈리아,NNP,3849,0.67,Italy
취미,NNG,3850,0.93,hobby|pastime
천장,NNG,3851,0.87,ceiling
구원,NNG,3852,0.94,rescue|salvation
꼬다,VV,3853,0.64,twist|twirl|fidget
시도,NNG,3854,0.92,try|attempt
도전,NNG,3855,0.88,challenge|defiance
고교,NNG,3856,0.69,high school
부사,NNG,3857,0.75,adverb
진출하다,VV,3858,0.81,advance|enter
끼우다,VV,3859,0.92,put in|insert
당당하다,VA,3860,0.99,well-built|confident
귀족,NNG,3861,0.69,aristocrat|noble
근원,NNG,3862,0.81,root|cause|source
밥상,NNG,3863,0.76,dining table
가꾸다,VV,3864,0.96,decorate|adorn
정원,NNG,3865,0.84,yard|garden
정작,MAG,3866,0.97,actually|really
깨끗이,MAG,3867,0.96,neatly|tidily
특이하다,VA,3868,0.86,peculiar|eccentric
투자하다,VV,3869,0.79,invest
대변인,NNG,3870,0.40,spokesperson
청산,NNG,3871,0.77,settlement|liquidation
매년,MAG,3872,0.81,every year
위반,NNG,3873,0.65,violation|infraction
자극,NNG,3874,0.92,stimulus|excitement
형상,NNG,3875,0.90,shape|figure
가난,NNG,3876,0.88,poverty
대응하다,VV,3877,0.85,action|maneuver
무어,NP,3878,0.78,what|something
관리,NNG,3879,0.89,officer
바짝,MAG,3880,0.83,dried up|firmly
부총리,NNG,3881,0.59,deputy prime minister
보람,NNG,3882,0.94,effect|worth|reward
의복,NNG,3883,0.63,clothing|garment
재단,NNG,3884,0.80,foundation
임무,NNG,3885,0.98,task|mission|assignment
계열,NNG,3886,0.85,affiliation
도장,NNG,3887,0.82,seal|stamp
쓸쓸하다,VA,3888,0.89,lonely|lonesome
관리하다,VV,3889,0.88,manage
명분,NNG,3890,0.90,cause|justification
질병,NNG,3891,0.85,illness|disease
예외,NNG,3892,0.94,exception
정지,NNG,3893,0.84,stop|halt|standstill
불행하다,VA,3894,1.00,unhappy|unfortunate
의의,NNG,3895,0.81,meaning|significance
배다,VV,3896,0.94,penetrate|permeate
떠나가다,VV,3897,0.79,leave
부여하다,VV,3898,0.86,assign|grant|invest
클럽,NNG,3899,0.92,club
수염,NNG,3900,0.84,mustache|beard
아프리카,NNP,3901,0.88,Africa
순경,NNG,3902,0.79,police officer|cop
우리말,NNG,3903,0.86,Korean language
간단히,MAG,3904,0.94,simply|briefly
남매,NNG,3905,0.78,brother and sister
이룩하다,VV,3906,0.88,achieve|accomplish|build
포인트,NNG,3907,0.56,point|key
확인되다,VV,3908,0.80,be confirmed
이럴테면,MAG,3909,0.96,for example
극히,MAG,3910,0.92,extremely|very
책임자,NNG,3911,0.90,person in charge
시행,NNG,3912,0.73,enforcement|implementation
화가,NNG,3913,0.98,painter
이리저리,MAG,3914,0.81,here and there
설마,MAG,3915,0.72,no way
끊기다,VV,3916,0.84,be broken|be cut
속담,NNG,3917,0.78,adage|saying|proverb
인원,NNG,3918,0.86,member
대접하다,VV,3919,0.73,treat|receive
운전,NNG,3920,0.89,driving
텅,MAG,3921,0.88,empty|vacant
요금,NNG,3922,0.70,charge|fee|fare
다행히,MAG,3923,0.95,fortunately
묘하다,VA,3924,0.92,peculiar|weird|odd
금액,NNG,3925,0.80,amount (of money)
확대되다,VV,3926,0.84,be expanded|be enlarged
탁자,NNG,3927,0.80,table
관료,NNG,3928,0.79,government official
오랜만,NNG,3929,0.88,after a long time
결심,NNG,3930,0.93,decision
최대한,NNG,3931,0.90,maximum
농산물,NNG,3932,0.74,agricultural product
공학,NNG,3933,0.81,engineering
대리,NNG,3934,0.88,substitute|deputy
지향,NNG,3935,0.84,aim|oriented
실체,NNG,3936,0.92,true nature|entity
실현,NNG,3937,0.84,realization
생물,NNG,3938,0.86,life|biology
이혼,NNG,3939,0.97,divorce
제재,NNG,3940,0.69,sanction|restriction
선정,NNG,3941,0.75,selection|choice
짐작,NNG,3942,0.84,guess|assumption
정기,NNG,3943,0.75,fixed period
동포,NNG,3944,0.88,compatriots
작성하다,VV,3945,0.92,make|fill out
혜택,NNG,3946,0.82,benefit|favor
상식,NNG,3947,0.96,common sense
전달,NNG,3948,0.87,delivery
외면하다,VV,3949,0.98,turn one's face away
단,MAG,3950,0.86,only|just|merely
사연,NNG,3951,0.92,story|situation|reason
굴다,VV,3952,0.81,behave|act
접어들다,VV,3953,0.98,enter|get into
그만하다,VA,3954,0.81,not be better|not be worse
그립다,VA,3955,0.94,miss|long for
까맣다,VA,3956,0.85,black
정상적,NNG,3957,0.94,normal
부정하다,VV,3958,0.93,deny|disapprove
고함,NNG,3959,0.83,scream|shout
시청자,NNG,3960,0.78,viewer|audience
웬만하다,VA,3961,0.84,fairly good|passable
대북,NNG,3962,0.46,related to North Korea
지적,NNG,3963,0.86,intellectual
발견,NNG,3964,0.92,discovery
세종,NNP,3965,0.84,King Sejong
축,NNG,3966,0.87,axis|axle|spindle
게끔,EC,3967,0.77,connective ending (so that)
현금,NNG,3968,0.83,cash
성적,NNG,3969,0.85,record|result
장자,NNG,3970,0.75,eldest son
호기심,NNG,3971,0.97,curiosity
모친,NNG,3972,0.74,mother (honorific)
이빨,NNG,3973,0.79,teeth
북경,NNP,3974,0.88,Beijing
미처,MAG,3975,0.92,not up to that
통화,NNG,3976,0.55,currency
요란하다,VA,3977,0.88,noisy|gaudy
이별,NNG,3978,0.79,separation
통계,NNG,3979,0.84,statistics
적용,NNG,3980,0.83,application
깨어나다,VV,3981,0.89,wake up|awaken
종업원,NNG,3982,0.97,employee
왕자,NNG,3983,0.94,prince
표,NNG,3984,0.87,ticket
동서,NNG,3985,0.81,east and west
원고,NNG,3986,0.98,plaintiff
갈라지다,VV,3987,0.93,split|crack|divide
저절로,MAG,3988,0.95,by itself|naturally
설정하다,VV,3989,0.84,establish|set up
감기,NNG,3990,0.82,cold
하긴,MAJ,3991,0.73,in fact|however
치료하다,VV,3992,0.91,cure|treat|remedy
뻔하다,VA,3993,0.95,clear|evident|transparent
육군,NNG,3994,0.95,army
행사하다,VV,3995,0.89,use|exert|exercise
가치관,NNG,3996,0.85,(a sense of) values
우울하다,VA,3997,0.88,depressed|gloomy
고등,NNG,3998,0.88,high|advanced
조명,NNG,3999,0.88,lighting|illumination
자루,NNB,4000,0.72,counter (pencils|guns)
반발,NNG,4001,0.78,resistance|opposition
아동,NNG,4002,0.83,child
자신감,NNG,4003,0.90,confidence
상상하다,VV,4004,0.98,to imagine|to picture
가스,NNG,4005,0.88,gas
자니,EC,4006,0.80,as|since (connective)
들려주다,VV,4007,0.94,to let hear|to tell
도달하다,VV,4008,0.88,to reach|to arrive
고집,NNG,4009,0.92,stubbornness|obstinacy
그다지,MAG,4010,0.99,so|not that
제의,NNG,4011,0.95,suggestion|proposal
조처,NNG,4012,0.58,measure|step
한복,NNG,4013,0.79,hanbok (traditional Korean costume)
수도,NNG,4014,0.93,capital
근육,NNG,4015,0.96,muscle
지구,NNG,4016,0.77,district|zone|area
예방,NNG,4017,0.83,prevention
어지럽다,VA,4018,0.93,to be giddy|to be dizzy
운동장,NNG,4019,0.96,playground|stadium
진술,NNG,4020,0.94,statement|testimony
노려보다,VV,4021,0.68,to glare at|to stare at
판,NNB,4022,0.96,place|spot|situation
빼앗기다,VV,4023,0.99,to be taken away|to be absorbed
사기,NNG,4024,0.92,fraud|swindle
중요성,NNG,4025,0.83,importance|significance
드나들다,VV,4026,0.94,to come in and out
누님,NNG,4027,0.78,elder sister (of a male)
증언,NNG,4028,0.82,testimony
주주,NNG,4029,0.78,stockholder
아이디어,NNG,4030,0.86,idea
범주,NNG,4031,0.67,category
라면,NNG,4032,0.80,instant noodles
물러서다,VV,4033,0.87,to step back|to withdraw
일가,NNG,4034,0.83,family|relative
제안,NNG,4035,0.94,suggestion|offer|proposal
연설,NNG,4036,0.87,speech|address
퍽,MAG,4037,0.82,really|very much
방울,NNG,4038,0.82,drop (of)
지속적,NNG,4039,0.82,continuous
현관,NNG,4040,0.85,entrance
교양,NNG,4041,0.90,refinement|culture
소프트웨어,NNG,4042,0.62,software
여지,NNB,4043,0.97,room|margin
경력,NNG,4044,0.88,career
표준,NNG,4045,0.82,standard
차마,MAG,4046,0.85,for all the world|for one's life
개구리,NNG,4047,0.85,frog
해마다,MAG,4048,0.93,every year|annually
부위,NNG,4049,0.94,region|part
무늬,NNG,4050,0.95,pattern|design
오래되다,VA,4051,0.96,to be old
영광,NNG,4052,0.97,honor|glory
보장하다,VV,4053,0.87,to assure|to guarantee
유도하다,VV,4054,0.86,to induce|to lead
위치하다,VV,4055,0.93,to be located
방면,NNG,4056,0.84,field|area|direction
기도하다,VV,4057,0.84,to pray|to wish
차차,MAG,4058,0.72,gradually|slowly
그토록,MAG,4059,0.87,so|that much
읍내,NNG,4060,0.74,in the town
앞세우다,VV,4061,0.96,to let someone go ahead
비상,NNG,4062,0.90,emergency
전선,NNG,4063,0.98,battle front|line
단독,NNG,4064,0.82,single|solo
왠지,MAG,4065,0.82,somehow
테이블,NNG,4066,0.85,table
주석,NNG,4067,0.78,annotation|footnote
남부,NNG,4068,0.87,south|southern part
약물,NNG,4069,0.74,drug
간신히,MAG,4070,0.86,barely|narrowly
분리,NNG,4071,0.84,separation|division
태평양,NNG,4072,0.84,Pacific
예금,NNG,4073,0.66,deposit|savings
대량,NNG,4074,0.81,bulk|mass|massive
다듬다,VV,4075,0.93,to trim|to refine
받들다,VV,4076,0.79,to respect|to look up to
논리적,NNG,4077,0.82,logical
취재,NNG,4078,0.86,coverage|collecting materials
영장,NNG,4079,0.74,warrant|writ
도덕,NNG,4080,0.87,ethics|morals
지지하다,VV,4081,0.90,to support|to stand by
많아지다,VV,4082,0.93,to increase|to pile up
동경,NNG,4083,0.95,Tokyo
꼬마,NNG,4084,0.86,kid
계집애,NNG,4085,0.60,young girl|chick
공중,NNG,4086,0.90,air|midair
분쟁,NNG,4087,0.74,dispute|trouble|strife
얽히다,VV,4088,0.99,to get tangled
왈,MAG,4089,0.77,said (Confucius/Mencius)
변동,NNG,4090,0.83,change|alteration
학부모,NNG,4091,0.67,parents of students
제거하다,VV,4092,0.93,to remove|to eliminate
비난하다,VV,4093,0.86,to criticize|to blame
기법,NNG,4094,0.82,technique
예컨대,MAG,4095,0.82,for example
자산,NNG,4096,0.66,assets|property
거꾸로,MAG,4097,0.98,upside down|backward
수정,NNG,4098,0.97,revision|modification
무장,NNG,4099,0.98,arm
헤치다,VV,4100,0.91,to push one's way through
소매,NNG,4101,0.81,sleeve
들판,NNG,4102,0.91,field
요즈음,NNG,4103,0.98,these days
오류,NNG,4104,0.81,mistake|error
병력,NNG,4105,0.96,military force
취업,NNG,4106,0.76,getting a job|working
인간적,NNG,4107,0.95,humane
반하다,VV,4108,0.90,to oppose|to go against
단단히,MAG,4109,0.85,tightly|firmly|strictly
첨단,NNG,4110,0.74,cutting edge
편리하다,VA,4111,0.91,to be convenient|to be handy
정말,NNG,4112,0.77,truth
꿈꾸다,VV,4113,0.99,to dream|to wish
인근,NNG,4114,0.81,neighborhood|vicinity
요원,NNG,4115,0.88,personnel|agent
란다,EF,4116,0.83,quotative ending
부패,NNG,4117,0.82,decomposition|corruption
채널,NNG,4118,0.79,channel
계곡,NNG,4119,0.99,valley
선언하다,VV,4120,0.84,to declare|to publish
대결,NNG,4121,0.81,fight|contest|confrontation
베트남,NNP,4122,0.85,Vietnam
개입,NNG,4123,0.79,intervention|meddling
호소하다,VV,4124,0.95,to appeal|to plead
경계,NNG,4125,0.94,boundary|border
치고,JX,4126,0.81,when it comes to|as for
무려,MAG,4127,0.83,as many as|at least
빌다,VV,4128,0.74,to borrow
섭섭하다,VA,4129,0.83,to be sorry|to be regretful
가늘다,VA,4130,0.88,to be thin|to be fine
상,NNG,4131,0.86,statue|figure
북방,NNG,4132,0.80,northern region
돋다,VV,4133,0.72,to come up|to rise|to bud
동맹,NNG,4134,0.85,alliance|partnership
설계,NNG,4135,0.84,plan|design
마당,NNB,4136,0.89,yard|pansori episode
임신,NNG,4137,0.96,pregnancy
농구,NNG,4138,0.73,basketball
더욱이,MAG,4139,0.90,besides|moreover
짖다,VV,4140,0.71,to bark
가득하다,VA,4141,0.97,to be full of|to be filled with
신념,NNG,4142,0.97,belief|creed|conviction
간판,NNG,4143,0.96,sign|billboard
광경,NNG,4144,0.95,scene|sight
까마귀,NNG,4145,0.74,crow
동화,NNG,4146,0.94,fairy tale
여편네,NNG,4147,0.64,one's wife
불쑥,MAG,4148,0.77,bluntly|abruptly
지급,NNG,4149,0.74,payment
실무,NNG,4150,0.66,actual affairs
출입,NNG,4151,0.95,coming and going|access
실시되다,VV,4152,0.77,to take effect|to be carried out
비극,NNG,4153,0.95,tragedy
벤처,NNG,4154,0.57,venture
속다,VV,4155,0.78,to be deceived|to be fooled
접시,NNG,4156,0.86,dish|plate
상업,NNG,4157,0.85,commerce|business
워싱턴,NNP,4158,0.60,Washington
마음속,NNG,4159,0.93,one's mind|one's heart
대륙,NNG,4160,0.88,continent
쓰이다,VV,4161,0.90,to be written
한창,MAG,4162,0.95,at the peak|in the middle of
부러지다,VV,4163,0.81,to be broken
깨우다,VV,4164,0.78,to wake up
응하다,VV,4165,0.93,to respond|to accept
도전하다,VV,4166,0.80,to challenge
독서,NNG,4167,0.87,reading
체육,NNG,4168,0.86,physical education
가요,NNG,4169,0.78,song
퍼붓다,VV,4170,0.93,to pour
통상,NNG,4171,0.74,trade|commerce
해내다,VV,4172,0.99,to accomplish|to achieve
집회,NNG,4173,0.84,gathering|assembly
향,NNG,4174,0.90,fragrance|incense
책임지다,VV,4175,0.93,to take responsibility for
상가,NNG,4176,0.84,shopping district
춤추다,VV,4177,0.77,to dance
실로,MAG,4178,0.94,indeed|surely
앞장서다,VV,4179,0.95,to lead
타인,NNG,4180,0.92,others|stranger
일정,NNG,4181,0.83,uniformity|fixation
시즌,NNG,4182,0.37,season
보편적,NNG,4183,0.76,universal
안쪽,NNG,4184,0.95,inside
마무리,NNG,4185,0.86,finish|completion
어쩐지,MAG,4186,0.81,somehow|no wonder
가설,NNG,4187,0.69,hypothesis
공식적,NNG,4188,0.90,official|public
사용자,NNG,4189,0.78,user
안내,NNG,4190,0.95,guidance|information
뚜껑,NNG,4191,0.84,lid|cover
떠돌다,VV,4192,0.97,to wander|to roam
취지,NNG,4193,0.80,purpose|intent
제공,NNG,4194,0.78,offer|supply
통증,NNG,4195,0.98,pain
점잖다,VA,4196,0.81,to be gentle|to be decent
우승,NNG,4197,0.35,victory|win|championship
그제서야,MAG,4198,0.75,only then
부작용,NNG,4199,0.76,side effect
비단,MAG,4200,0.82,simply|only
통과,NNG,4201,0.85,passage|passing
항목,NNG,4202,0.86,item|point
호수,NNG,4203,0.98,lake
주도,NNG,4204,0.83,lead|taking the lead
울타리,NNG,4205,0.90,fence
표시하다,VV,4206,0.92,to express|to indicate
전개,NNG,4207,0.80,unfolding|development
패,NNB,4208,0.73,loss|counter (loss)
말투,NNG,4209,0.86,tone|way of speaking
관행,NNG,4210,0.78,practice|custom
두들기다,VV,4211,0.83,to beat|to bang
황금,NNG,4212,0.95,gold|prime|asset
변화하다,VV,4213,0.82,to change
테러,NNG,4214,0.78,terror
합하다,VV,4215,0.89,to combine|to put together
의지하다,VV,4216,0.96,to lean|to depend on
긴급,NNG,4217,0.71,emergency
은근히,MAG,4218,0.90,implicitly|indirectly
초반,NNG,4219,0.85,early stage
강사,NNG,4220,0.87,lecturer|instructor
되찾다,VV,4221,0.97,to recover|to take back
쳐들다,VV,4222,0.78,to lift|to raise
온도,NNG,4223,0.83,temperature
맥락,NNG,4224,0.84,context
심의,NNG,4225,0.76,deliberation|discussion
굴리다,VV,4226,0.87,to roll|to neglect
날로,MAG,4227,0.81,day by day
시행하다,VV,4228,0.79,to enforce|to execute
초래하다,VV,4229,0.81,to bring about|to cause
메우다,VV,4230,0.99,to fill|to make up for
증시,NNG,4231,0.37,stock market
입학,NNG,4232,0.87,entrance into a school
각자,NNG,4233,0.96,each one
굽히다,VV,4234,0.95,to bend|to yield
굳어지다,VV,4235,0.95,to get hard|to harden
공격하다,VV,4236,0.97,to attack
휘두르다,VV,4237,0.95,to swing|to wield
진영,NNG,4238,0.94,camp|block
대외,NNG,4239,0.76,foreign|outside
방송국,NNG,4240,0.92,broadcasting company
칭찬,NNG,4241,0.91,compliment|praise
사회학,NNG,4242,0.82,sociology
적히다,VV,4243,0.99,to be written
과정,NNG,4244,0.83,course|curriculum
자동,NNG,4245,0.87,automatic
뛰어가다,VV,4246,0.69,to run|to rush
자율,NNG,4247,0.83,autonomy
닫히다,VV,4248,0.92,to close|to shut
차관,NNG,4249,0.67,vice-minister
공산주의,NNG,4250,0.92,communism
재빨리,MAG,4251,0.82,quickly
끌려가다,VV,4252,0.92,to be taken|to be dragged
걸어오다,VV,4253,0.76,to walk|to come on foot
세다,VV,4254,0.79,to count
해안,NNG,4255,0.94,seashore|seaside
협조,NNG,4256,0.90,cooperation
발표되다,VV,4257,0.81,to be announced
이상,NNG,4258,0.94,abnormality|disorder
감자,NNG,4259,0.94,potato
승부,NNG,4260,0.83,victory and defeat|match
